# ProtRank analysis results of a dataset with 6862 rows and 2 comparisons
# comparisons in group 1: H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_1.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_2.raw & H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzaC_4.raw vs. H:\Proteomics_Traube\mESC_AzaProject\DIA\DIA_chromatin\20230113_mESC_DNMT-TKO_Lif_200nM-AzadC_1.raw
# FDR values computed using 100 bootstrap realizations of the data
# rank	row	LFC	rank score	FDR	signs in groups
3979	Q8BRH0	0.02	0.538830	1.00000	+
3980	Q8CIB9	-0.23	0.538690	1.00000	+
3981	Q8VDN2	-0.16	0.538548	1.00000	-
3982	E9Q8I7	-0.22	0.538457	1.00000	-
3983	Q91YU8	-0.12	0.538158	1.00000	+
3984	Q99J36	-0.22	0.538051	1.00000	-
3985	Q8BKC5	-0.10	0.537724	1.00000	-
3986	O09131	-0.22	0.537646	1.00000	-
3987	Q9CR86	0.02	0.537543	1.00000	+
3988	P40336	-0.20	0.537243	1.00000	-
3989	Q91W43	0.02	0.536898	1.00000	+
3990	Q78JW9	-0.22	0.536841	1.00000	-
3991	Q6PCM1	-0.19	0.536440	1.00000	-
3992	Q6PAC3	0.03	0.536102	1.00000	+
3993	Q9JJX7	-0.19	0.535246	1.00000	-
3994	Q9Z0E0	0.03	0.534961	1.00000	+
3995	O88342	0.31	0.534956	1.00000	+
3996	Q99LB6	-0.20	0.534850	1.00000	-
3997	Q8CIH9	-0.19	0.534456	1.00000	-
3998	Q8C1B7	0.03	0.534314	1.00000	+
3999	Q9ET30	-0.18	0.534063	1.00000	-
4000	Q99MX1	-0.18	0.533672	1.00000	-
4001	Q8R0F6	0.03	0.533667	1.00000	+
4002	Q8K4L0	-0.14	0.533577	1.00000	+
4003	P62192	-0.18	0.532505	1.00000	-
4004	E9Q374	-0.57	0.532410	1.00000	-
4005	B8ZXI1	0.03	0.532370	1.00000	+
4006	P80313	0.63	0.532287	1.00000	+
4007	Q8BG32	-0.18	0.532118	1.00000	-
4008	Q6P4S6	-0.18	0.531733	1.00000	-
4009	O08756	-0.18	0.531349	1.00000	-
4010	Q9CQL4	0.01	0.530421	1.00000	+
4011	Q8K0D5	-0.18	0.530203	1.00000	-
4012	O88291	-0.58	0.529507	1.00000	-
4013	Q3TLP5	-0.17	0.529446	1.00000	-
4014	P63139	-0.65	0.529446	1.00000	+
4015	Q62418	0.01	0.529118	1.00000	+
4016	O08912	-0.16	0.529069	1.00000	-
4017	Q8K4R9	0.03	0.528466	1.00000	+
4018	Q924Z6	-0.16	0.528318	1.00000	-
4019	Q00547	-0.03	0.528027	1.00000	-
4020	Q9EP82	-0.16	0.527945	1.00000	-
4021	Q9D495	-0.15	0.527201	1.00000	-
4022	Q8K3D3	0.03	0.527160	1.00000	+
4023	Q8BU14	-0.14	0.526831	1.00000	-
4024	Q8BKG3	0.05	0.526505	1.00000	+
4025	Q08943	-0.30	0.526485	1.00000	+
4026	Q9Z1D1	-0.14	0.526093	1.00000	-
4027	Q99MD9	-0.22	0.525962	1.00000	-
4028	Q8BUR4	0.06	0.525851	1.00000	+
4029	Q80WR5	-0.47	0.525838	1.00000	+
4030	Q9JII6	-0.11	0.525727	1.00000	-
4031	P17751	0.19	0.525434	1.00000	+
4032	P84084	-0.13	0.525361	1.00000	-
4033	Q9CQ80	0.05	0.525195	1.00000	+
4034	P60229	-0.11	0.524996	1.00000	-
4035	Q9CZ44	-0.11	0.524632	1.00000	-
4036	Q9D1E6	-0.12	0.524270	1.00000	-
4037	Q3THS6	0.40	0.524018	1.00000	+
4038	Q9D1R2	0.05	0.523883	1.00000	+
4039	Q9QX47	-0.62	0.523526	1.00000	-
4040	P07742	-0.01	0.523359	1.00000	-
4041	O55131	0.05	0.522568	1.00000	+
4042	Q99J09	-0.12	0.522472	1.00000	-
4043	P14206	0.49	0.522328	1.00000	+
4044	Q8K1M6	-0.08	0.522116	1.00000	-
4045	Q61733	0.07	0.521909	1.00000	+
4046	Q9EST4	-0.06	0.521760	1.00000	-
4047	Q62384	-0.06	0.521406	1.00000	-
4048	Q9JJK2	0.10	0.521250	1.00000	+
4049	Z4YLI8	-0.06	0.521053	1.00000	-
4050	Q6PGB8	-0.46	0.520236	1.00000	+
4051	Q8BMK4	-0.05	0.519649	1.00000	-
4052	Q91W90	-0.05	0.519300	1.00000	-
4053	P53569	-0.25	0.519031	1.00000	+
4054	Q8BVE8	-0.44	0.518953	1.00000	+
4055	Q9CS42	-0.04	0.518953	1.00000	-
4056	Q8BVY0	-0.02	0.518934	1.00000	+
4057	Q9D0C4	0.10	0.518608	1.00000	+
4058	Q9EQQ9	-0.04	0.518606	1.00000	-
4059	P60766	0.01	0.518319	1.00000	+
4060	Q6IRU5	-0.04	0.518261	1.00000	-
4061	Q9ES00	0.10	0.517945	1.00000	+
4062	Q3UWZ4	-0.60	0.517876	1.00000	-
4063	O35435	-0.04	0.517572	1.00000	-
4064	Q3UM45	0.10	0.517282	1.00000	+
4065	Q8BVU5	-0.05	0.517229	1.00000	-
4066	Q9ERS2	-0.04	0.516887	1.00000	-
4067	Q8VE37	-0.52	0.516735	1.00000	-
4068	Q9DBJ1	0.09	0.516619	1.00000	+
4069	Q91YR1	-0.05	0.516547	1.00000	-
4070	Q9CQ43	0.15	0.516475	1.00000	+
4071	Q9CWY4	-0.04	0.516206	1.00000	-
4072	P46664	-0.13	0.515971	1.00000	-
4073	O35864	-0.04	0.515867	1.00000	-
4074	Q8BHC4	0.09	0.515289	1.00000	+
4075	Q07133	-0.67	0.515105	1.00000	-
4076	Q6NVF9	-0.04	0.514855	1.00000	-
4077	Q922W5	0.09	0.514624	1.00000	+
4078	Q01853	-0.38	0.514031	1.00000	-
4079	Q9D799	-0.96	0.513958	1.00000	-
4080	P17427	0.09	0.513958	1.00000	+
4081	Q9CQN1	0.04	0.513935	1.00000	+
4082	Q61598	-0.32	0.513547	1.00000	-
4083	P13439	-0.04	0.513518	1.00000	-
4084	Q9Z0P5	0.08	0.513291	1.00000	+
4085	O88543	-0.04	0.513186	1.00000	-
4086	Q8BTT6	-0.55	0.513162	1.00000	-
4087	P54775	0.36	0.512706	1.00000	+
4088	P68372	-0.10	0.512563	1.00000	-
4089	Q8CD92	0.08	0.511955	1.00000	+
4090	P97807	-0.04	0.511866	1.00000	-
4091	Q9JIX0	0.08	0.511286	1.00000	+
4092	Q8K2B3	-0.03	0.511211	1.00000	-
4093	Q8R574	-0.03	0.510885	1.00000	-
4094	Q9QZ59	0.07	0.510616	1.00000	+
4095	P18572	1.13	0.510549	1.00000	+
4096	Q9JHW4	-0.03	0.510235	1.00000	-
4097	Q8R1B4	0.65	0.510043	1.00000	+
4098	Q8VCH0	0.07	0.509275	1.00000	+
4099	Q8BT14	-0.03	0.509266	1.00000	-
4100	Q9D0R2	0.53	0.509022	1.00000	+
4101	Q8BLH7	-0.03	0.508945	1.00000	-
4102	Q3U3S3	0.44	0.508715	1.00000	+
4103	P54103	-0.03	0.508624	1.00000	-
4104	Q8JZQ9	-0.03	0.508304	1.00000	-
4105	Q3TV65	-0.81	0.507985	1.00000	+
4106	Q91VE6	0.24	0.507494	1.00000	+
4107	Q9D1J3	0.29	0.507313	1.00000	+
4108	Q91UZ5	0.06	0.507258	1.00000	+
4109	Q8BJU0	-0.03	0.507033	1.00000	-
4110	Q9DCW4	-0.01	0.506490	1.00000	-
4111	Q9D1F4	-0.03	0.506088	1.00000	-
4112	Q3TBW2	0.05	0.505910	1.00000	+
4113	Q3TTL0	0.43	0.505883	1.00000	+
4114	P57785	-0.03	0.505774	1.00000	-
4115	Q9D826	-0.02	0.505149	1.00000	-
4116	Q8BH24	-0.02	0.504838	1.00000	-
4117	Q78XF5	0.05	0.504559	1.00000	+
4118	P61202	-0.02	0.504527	1.00000	-
4119	O88685	0.33	0.504298	1.00000	+
4120	Q9QXA5	-0.02	0.504217	1.00000	-
4121	Q99JW4	0.05	0.503882	1.00000	+
4122	P12382	-0.02	0.503599	1.00000	-
4123	A2AHC3	-0.02	0.503292	1.00000	-
4124	Q62465	-0.02	0.502678	1.00000	-
4125	Q99JI4	0.04	0.502527	1.00000	+
4126	P43275	-0.61	0.502070	1.00000	-
4127	Q8BMF4	-0.01	0.502068	1.00000	-
4128	P29351	0.04	0.501848	1.00000	+
4129	Q62446	-0.17	0.501697	1.00000	-
4130	Q9D0I9	0.21	0.501173	1.00000	+
4131	P55264	0.04	0.501169	1.00000	+
4132	P52196	-0.01	0.501157	1.00000	-
4133	Q64012	-0.23	0.500875	1.00000	+
4134	Q9JJT9	-0.01	0.500855	1.00000	-
4135	Q9CX34	-0.01	0.500253	1.00000	-
4136	Q6PAM1	-0.01	0.499953	1.00000	-
4137	Q9DCI9	0.04	0.499808	1.00000	+
4138	Q8C3R1	-0.00	0.499653	1.00000	-
4139	Q8R5H1	-0.00	0.499354	1.00000	-
4140	Q64213	0.07	0.499087	1.00000	+
4141	Q7TPE5	-0.00	0.499056	1.00000	-
4142	Q32MW3	0.00	0.498462	1.00000	-
4143	Q64010	0.04	0.498444	1.00000	+
4144	P06795	0.00	0.498166	1.00000	-
4145	P45376	0.52	0.498151	1.00000	+
4146	Q9CQE8	0.00	0.497870	1.00000	-
4147	Q9CYZ2	0.03	0.497761	1.00000	+
4148	Q9D666	-0.56	0.497129	1.00000	-
4149	A2AQ19	0.03	0.497078	1.00000	+
4150	Q8BYN3	0.03	0.496393	1.00000	+
4151	P97314	0.00	0.496111	1.00000	-
4152	P35564	0.00	0.495820	1.00000	-
4153	O35972	0.02	0.495708	1.00000	+
4154	Q60817	0.00	0.495530	1.00000	-
4155	Q9CWU0	0.02	0.495022	1.00000	+
4156	Q3TJM4	-0.12	0.494761	1.00000	+
4157	Q9CQV8	0.02	0.494335	1.00000	+
4158	F8VQ05	0.01	0.494087	1.00000	-
4159	Q9ESV0	-0.53	0.493936	1.00000	-
4160	O35144	-0.28	0.493791	1.00000	+
4161	Q9CPV4	0.01	0.493514	1.00000	-
4162	P63005	0.01	0.493229	1.00000	-
4163	Q5DTT3	-0.44	0.492993	1.00000	+
4164	Q9D1Q4	0.01	0.492959	1.00000	+
4165	Q61753	-0.04	0.492762	1.00000	-
4166	Q9D710	0.00	0.492546	1.00000	-
4167	P22366	0.00	0.492546	1.00000	-
4168	Q9D0B5	0.00	0.492546	1.00000	-
4169	Q9D711	0.00	0.492546	1.00000	-
4170	P08046	0.00	0.492546	1.00000	-
4171	Q9D752	0.00	0.492546	1.00000	-
4172	Q9D773	0.00	0.492546	1.00000	-
4173	P07607	0.00	0.492546	1.00000	-
4174	P07214	0.00	0.492546	1.00000	-
4175	P22682	0.00	0.492546	1.00000	-
4176	Q9D7A6	0.00	0.492546	1.00000	-
4177	Q9D7A8	0.00	0.492546	1.00000	-
4178	P22907	0.00	0.492546	1.00000	-
4179	P22935	0.00	0.492546	1.00000	-
4180	Q9D7B1	0.00	0.492546	1.00000	-
4181	P08103	0.00	0.492546	1.00000	-
4182	Q9D6Y9	0.00	0.492546	1.00000	-
4183	P17563	0.00	0.492546	1.00000	-
4184	Q9D6V8	0.00	0.492546	1.00000	-
4185	P08730	0.00	0.492546	1.00000	-
4186	P08228	0.00	0.492546	1.00000	-
4187	P21279	0.00	0.492546	1.00000	-
4188	P21550	0.00	0.492546	1.00000	-
4189	Q9D6J3	0.00	0.492546	1.00000	-
4190	P21956	0.00	0.492546	1.00000	-
4191	Q9D6J6	0.00	0.492546	1.00000	-
4192	P21981	0.00	0.492546	1.00000	-
4193	Q9D6Y7	0.00	0.492546	1.00000	-
4194	P21995	0.00	0.492546	1.00000	-
4195	Q9D6K7	0.00	0.492546	1.00000	-
4196	Q9D6K8	0.00	0.492546	1.00000	-
4197	Q9D6K9	0.00	0.492546	1.00000	-
4198	P08226	0.00	0.492546	1.00000	-
4199	Q9D6N1	0.00	0.492546	1.00000	-
4200	P08207	0.00	0.492546	1.00000	-
4201	Q9D6S7	0.00	0.492546	1.00000	-
4202	Q9D7B6	0.00	0.492546	1.00000	-
4203	Q9D6K5	0.00	0.492546	1.00000	-
4204	Q9D6U8	0.00	0.492546	1.00000	-
4205	Q9D7G4	0.00	0.492546	1.00000	-
4206	P06803	0.00	0.492546	1.00000	-
4207	Q9D845	0.00	0.492546	1.00000	-
4208	Q9D853	0.00	0.492546	1.00000	-
4209	P23591	0.00	0.492546	1.00000	-
4210	Q9D855	0.00	0.492546	1.00000	-
4211	Q9D020	0.00	0.492546	1.00000	-
4212	Q9D011	0.00	0.492546	1.00000	-
4213	P03893	0.00	0.492546	1.00000	-
4214	P03921	0.00	0.492546	1.00000	-
4215	P02089	0.00	0.492546	1.00000	-
4216	P01897	0.00	0.492546	1.00000	-
4217	P01027	0.00	0.492546	1.00000	-
4218	Q9CZY3	0.00	0.492546	1.00000	-
4219	P23780	0.00	0.492546	1.00000	-
4220	Q9D892	0.00	0.492546	1.00000	-
4221	P00920	0.00	0.492546	1.00000	-
4222	Q9D8B3	0.00	0.492546	1.00000	-
4223	Q9D009	0.00	0.492546	1.00000	-
4224	Q9D7E3	0.00	0.492546	1.00000	-
4225	Q9D824	0.00	0.492546	1.00000	-
4226	P03930	0.00	0.492546	1.00000	-
4227	P21126	0.00	0.492546	1.00000	-
4228	P06801	0.00	0.492546	1.00000	-
4229	P06797	0.00	0.492546	1.00000	-
4230	P05532	0.00	0.492546	1.00000	-
4231	P05480	0.00	0.492546	1.00000	-
4232	Q9D7P6	0.00	0.492546	1.00000	-
4233	P05063	0.00	0.492546	1.00000	-
4234	Q9D024	0.00	0.492546	1.00000	-
4235	Q9D7W5	0.00	0.492546	1.00000	-
4236	Q9D7X8	0.00	0.492546	1.00000	-
4237	Q9D7Y9	0.00	0.492546	1.00000	-
4238	P20040	0.00	0.492546	1.00000	-
4239	Q9D818	0.00	0.492546	1.00000	-
4240	P03966	0.00	0.492546	1.00000	-
4241	Q9D061	0.00	0.492546	1.00000	-
4242	P23506	0.00	0.492546	1.00000	-
4243	Q9D7X3	0.00	0.492546	1.00000	-
4244	Q9D5T0	0.00	0.492546	1.00000	-
4245	Q9D5R2	0.00	0.492546	1.00000	-
4246	P17665	0.00	0.492546	1.00000	-
4247	Q9D1K2	0.00	0.492546	1.00000	-
4248	Q9D1M4	0.00	0.492546	1.00000	-
4249	Q9D1M7	0.00	0.492546	1.00000	-
4250	Q9D1P2	0.00	0.492546	1.00000	-
4251	Q9D1P4	0.00	0.492546	1.00000	-
4252	Q9D1Q6	0.00	0.492546	1.00000	-
4253	Q8VE95	0.00	0.492546	1.00000	-
4254	P18826	0.00	0.492546	1.00000	-
4255	P19182	0.00	0.492546	1.00000	-
4256	P14094	0.00	0.492546	1.00000	-
4257	P13597	0.00	0.492546	1.00000	-
4258	Q9D0L4	0.00	0.492546	1.00000	-
4259	Q9D289	0.00	0.492546	1.00000	-
4260	P19324	0.00	0.492546	1.00000	-
4261	Q9D2C2	0.00	0.492546	1.00000	-
4262	P13405	0.00	0.492546	1.00000	-
4263	Q9D2G2	0.00	0.492546	1.00000	-
4264	Q9D1J1	0.00	0.492546	1.00000	-
4265	Q9D1I6	0.00	0.492546	1.00000	-
4266	P14901	0.00	0.492546	1.00000	-
4267	Q9D0M3	0.00	0.492546	1.00000	-
4268	Q9D0U1	0.00	0.492546	1.00000	-
4269	Q9D142	0.00	0.492546	1.00000	-
4270	P17710	0.00	0.492546	1.00000	-
4271	Q9D154	0.00	0.492546	1.00000	-
4272	Q9D168	0.00	0.492546	1.00000	-
4273	Q9D172	0.00	0.492546	1.00000	-
4274	P16330	0.00	0.492546	1.00000	-
4275	P16110	0.00	0.492546	1.00000	-
4276	Q9D2H6	0.00	0.492546	1.00000	-
4277	Q9D1C8	0.00	0.492546	1.00000	-
4278	P15626	0.00	0.492546	1.00000	-
4279	Q9D1F5	0.00	0.492546	1.00000	-
4280	P15105	0.00	0.492546	1.00000	-
4281	Q9D0Q7	0.00	0.492546	1.00000	-
4282	P18155	0.00	0.492546	1.00000	-
4283	Q9D1H6	0.00	0.492546	1.00000	-
4284	Q9D1H7	0.00	0.492546	1.00000	-
4285	Q9D1H8	0.00	0.492546	1.00000	-
4286	P16045	0.00	0.492546	1.00000	-
4287	P09055	0.00	0.492546	1.00000	-
4288	Q9D2N9	0.00	0.492546	1.00000	-
4289	Q9D0K1	0.00	0.492546	1.00000	-
4290	P11087	0.00	0.492546	1.00000	-
4291	Q9D486	0.00	0.492546	1.00000	-
4292	P10923	0.00	0.492546	1.00000	-
4293	P10639	0.00	0.492546	1.00000	-
4294	P10637	0.00	0.492546	1.00000	-
4295	P10518	0.00	0.492546	1.00000	-
4296	Q9D4H2	0.00	0.492546	1.00000	-
4297	P0DP27	0.00	0.492546	1.00000	-
4298	P0DN34	0.00	0.492546	1.00000	-
4299	P0CG15	0.00	0.492546	1.00000	-
4300	P0CG14	0.00	0.492546	1.00000	-
4301	P0C7N9	0.00	0.492546	1.00000	-
4302	P0C027	0.00	0.492546	1.00000	-
4303	P09671	0.00	0.492546	1.00000	-
4304	Q9D4V7	0.00	0.492546	1.00000	-
4305	P09528	0.00	0.492546	1.00000	-
4306	Q9D517	0.00	0.492546	1.00000	-
4307	Q9D3W4	0.00	0.492546	1.00000	-
4308	P20108	0.00	0.492546	1.00000	-
4309	Q9D0F9	0.00	0.492546	1.00000	-
4310	Q9D3U0	0.00	0.492546	1.00000	-
4311	P12265	0.00	0.492546	1.00000	-
4312	Q9D0J8	0.00	0.492546	1.00000	-
4313	P20060	0.00	0.492546	1.00000	-
4314	Q9D2R6	0.00	0.492546	1.00000	-
4315	Q9D2V5	0.00	0.492546	1.00000	-
4316	Q9D2V7	0.00	0.492546	1.00000	-
4317	P11930	0.00	0.492546	1.00000	-
4318	P11688	0.00	0.492546	1.00000	-
4319	Q9D2Q2	0.00	0.492546	1.00000	-
4320	Q9D0I6	0.00	0.492546	1.00000	-
4321	Q9D338	0.00	0.492546	1.00000	-
4322	Q9D358	0.00	0.492546	1.00000	-
4323	P11531	0.00	0.492546	1.00000	-
4324	P11404	0.00	0.492546	1.00000	-
4325	Q9D3B1	0.00	0.492546	1.00000	-
4326	Q9D3D0	0.00	0.492546	1.00000	-
4327	P11352	0.00	0.492546	1.00000	-
4328	Q9D3R3	0.00	0.492546	1.00000	-
4329	P20067	0.00	0.492546	1.00000	-
4330	Q9D2R8	0.00	0.492546	1.00000	-
4331	Q8BFS6	0.00	0.492546	1.00000	-
4332	Q9CZX7	0.00	0.492546	1.00000	-
4333	P53349	0.00	0.492546	1.00000	-
4334	P52875	0.00	0.492546	1.00000	-
4335	P52825	0.00	0.492546	1.00000	-
4336	Q9CQL7	0.00	0.492546	1.00000	-
4337	P52760	0.00	0.492546	1.00000	-
4338	P52503	0.00	0.492546	1.00000	-
4339	Q9CQN7	0.00	0.492546	1.00000	-
4340	P53368	0.00	0.492546	1.00000	-
4341	Q9CQQ4	0.00	0.492546	1.00000	-
4342	Q9CQR4	0.00	0.492546	1.00000	-
4343	Q9CQR6	0.00	0.492546	1.00000	-
4344	P52194	0.00	0.492546	1.00000	-
4345	Q9CQS4	0.00	0.492546	1.00000	-
4346	P52019	0.00	0.492546	1.00000	-
4347	P51954	0.00	0.492546	1.00000	-
4348	Q9CQS9	0.00	0.492546	1.00000	-
4349	Q9CQQ7	0.00	0.492546	1.00000	-
4350	P51912	0.00	0.492546	1.00000	-
4351	Q9CQJ8	0.00	0.492546	1.00000	-
4352	P70403	0.00	0.492546	1.00000	-
4353	P54099	0.00	0.492546	1.00000	-
4354	Q9CQE1	0.00	0.492546	1.00000	-
4355	P53986	0.00	0.492546	1.00000	-
4356	P53798	0.00	0.492546	1.00000	-
4357	Q9CQF0	0.00	0.492546	1.00000	-
4358	Q9CQF3	0.00	0.492546	1.00000	-
4359	Q9CQF6	0.00	0.492546	1.00000	-
4360	P53395	0.00	0.492546	1.00000	-
4361	Q9CQF9	0.00	0.492546	1.00000	-
4362	Q9CQG6	0.00	0.492546	1.00000	-
4363	Q9CQH3	0.00	0.492546	1.00000	-
4364	Q9CQH7	0.00	0.492546	1.00000	-
4365	P53702	0.00	0.492546	1.00000	-
4366	Q9CQI3	0.00	0.492546	1.00000	-
4367	P53612	0.00	0.492546	1.00000	-
4368	Q9CQI9	0.00	0.492546	1.00000	-
4369	P53762	0.00	0.492546	1.00000	-
4370	P51855	0.00	0.492546	1.00000	-
4371	P51432	0.00	0.492546	1.00000	-
4372	P51125	0.00	0.492546	1.00000	-
4373	Q9CR27	0.00	0.492546	1.00000	-
4374	P49722	0.00	0.492546	1.00000	-
4375	Q9CR39	0.00	0.492546	1.00000	-
4376	Q9CR41	0.00	0.492546	1.00000	-
4377	Q9CR46	0.00	0.492546	1.00000	-
4378	Q9CR50	0.00	0.492546	1.00000	-
4379	Q9CR51	0.00	0.492546	1.00000	-
4380	Q9CR26	0.00	0.492546	1.00000	-
4381	Q9CR56	0.00	0.492546	1.00000	-
4382	Q9CR59	0.00	0.492546	1.00000	-
4383	P49138	0.00	0.492546	1.00000	-
4384	Q9CR61	0.00	0.492546	1.00000	-
4385	P49070	0.00	0.492546	1.00000	-
4386	P48972	0.00	0.492546	1.00000	-
4387	P48774	0.00	0.492546	1.00000	-
4388	Q9CR68	0.00	0.492546	1.00000	-
4389	P49443	0.00	0.492546	1.00000	-
4390	Q9CR25	0.00	0.492546	1.00000	-
4391	Q9CR21	0.00	0.492546	1.00000	-
4392	Q9CR20	0.00	0.492546	1.00000	-
4393	Q9CQV4	0.00	0.492546	1.00000	-
4394	Q9CQV5	0.00	0.492546	1.00000	-
4395	P50543	0.00	0.492546	1.00000	-
4396	Q9CQW9	0.00	0.492546	1.00000	-
4397	Q9CQX2	0.00	0.492546	1.00000	-
4398	Q9CQX4	0.00	0.492546	1.00000	-
4399	Q9CQX6	0.00	0.492546	1.00000	-
4400	Q9CQY5	0.00	0.492546	1.00000	-
4401	Q9CQY6	0.00	0.492546	1.00000	-
4402	Q9CQZ5	0.00	0.492546	1.00000	-
4403	Q9CQZ6	0.00	0.492546	1.00000	-
4404	Q9CR00	0.00	0.492546	1.00000	-
4405	P50396	0.00	0.492546	1.00000	-
4406	Q9CR09	0.00	0.492546	1.00000	-
4407	P50096	0.00	0.492546	1.00000	-
4408	Q9CR14	0.00	0.492546	1.00000	-
4409	P49919	0.00	0.492546	1.00000	-
4410	Q9CQC8	0.00	0.492546	1.00000	-
4411	Q9CR70	0.00	0.492546	1.00000	-
4412	P54227	0.00	0.492546	1.00000	-
4413	P54310	0.00	0.492546	1.00000	-
4414	P58059	0.00	0.492546	1.00000	-
4415	Q99PU7	0.00	0.492546	1.00000	-
4416	P58058	0.00	0.492546	1.00000	-
4417	P58044	0.00	0.492546	1.00000	-
4418	Q99PW4	0.00	0.492546	1.00000	-
4419	P58021	0.00	0.492546	1.00000	-
4420	P57791	0.00	0.492546	1.00000	-
4421	P58137	0.00	0.492546	1.00000	-
4422	Q9CPP6	0.00	0.492546	1.00000	-
4423	Q9CPQ8	0.00	0.492546	1.00000	-
4424	P56812	0.00	0.492546	1.00000	-
4425	P56695	0.00	0.492546	1.00000	-
4426	Q9CPT3	0.00	0.492546	1.00000	-
4427	P56671	0.00	0.492546	1.00000	-
4428	Q9CPU0	0.00	0.492546	1.00000	-
4429	P56581	0.00	0.492546	1.00000	-
4430	P57787	0.00	0.492546	1.00000	-
4431	Q9CPV3	0.00	0.492546	1.00000	-
4432	Q99PT1	0.00	0.492546	1.00000	-
4433	P58334	0.00	0.492546	1.00000	-
4434	P59759	0.00	0.492546	1.00000	-
4435	Q99NF3	0.00	0.492546	1.00000	-
4436	P59672	0.00	0.492546	1.00000	-
4437	Q99NG0	0.00	0.492546	1.00000	-
4438	P59598	0.00	0.492546	1.00000	-
4439	P59438	0.00	0.492546	1.00000	-
4440	P59383	0.00	0.492546	1.00000	-
4441	P58281	0.00	0.492546	1.00000	-
4442	P59114	0.00	0.492546	1.00000	-
4443	P58871	0.00	0.492546	1.00000	-
4444	P58801	0.00	0.492546	1.00000	-
4445	P58467	0.00	0.492546	1.00000	-
4446	Q99PG2	0.00	0.492546	1.00000	-
4447	Q99PL5	0.00	0.492546	1.00000	-
4448	Q99PL6	0.00	0.492546	1.00000	-
4449	P58404	0.00	0.492546	1.00000	-
4450	P59108	0.00	0.492546	1.00000	-
4451	P56391	0.00	0.492546	1.00000	-
4452	Q9CPV7	0.00	0.492546	1.00000	-
4453	P56390	0.00	0.492546	1.00000	-
4454	P55258	0.00	0.492546	1.00000	-
4455	Q9CQ62	0.00	0.492546	1.00000	-
4456	P55194	0.00	0.492546	1.00000	-
4457	Q9CQ69	0.00	0.492546	1.00000	-
4458	P55065	0.00	0.492546	1.00000	-
4459	P54822	0.00	0.492546	1.00000	-
4460	Q9CQ79	0.00	0.492546	1.00000	-
4461	Q9CQ54	0.00	0.492546	1.00000	-
4462	Q9CQ86	0.00	0.492546	1.00000	-
4463	Q9CQ92	0.00	0.492546	1.00000	-
4464	P54761	0.00	0.492546	1.00000	-
4465	P54754	0.00	0.492546	1.00000	-
4466	P54728	0.00	0.492546	1.00000	-
4467	P54726	0.00	0.492546	1.00000	-
4468	Q9CQA9	0.00	0.492546	1.00000	-
4469	Q9CQB2	0.00	0.492546	1.00000	-
4470	Q9CQ91	0.00	0.492546	1.00000	-
4471	P55302	0.00	0.492546	1.00000	-
4472	Q9CQ40	0.00	0.492546	1.00000	-
4473	Q9CQ37	0.00	0.492546	1.00000	-
4474	P56380	0.00	0.492546	1.00000	-
4475	P56375	0.00	0.492546	1.00000	-
4476	Q9CPX6	0.00	0.492546	1.00000	-
4477	Q9CPX7	0.00	0.492546	1.00000	-
4478	Q9CPY0	0.00	0.492546	1.00000	-
4479	P56371	0.00	0.492546	1.00000	-
4480	P56213	0.00	0.492546	1.00000	-
4481	Q9CPZ6	0.00	0.492546	1.00000	-
4482	Q9CPZ8	0.00	0.492546	1.00000	-
4483	Q9CQ02	0.00	0.492546	1.00000	-
4484	Q9CQ06	0.00	0.492546	1.00000	-
4485	Q9CQ10	0.00	0.492546	1.00000	-
4486	Q9CQ13	0.00	0.492546	1.00000	-
4487	Q9CQ18	0.00	0.492546	1.00000	-
4488	P56212	0.00	0.492546	1.00000	-
4489	Q9CQ22	0.00	0.492546	1.00000	-
4490	Q9CQ33	0.00	0.492546	1.00000	-
4491	P54285	0.00	0.492546	1.00000	-
4492	P48428	0.00	0.492546	1.00000	-
4493	Q9CR95	0.00	0.492546	1.00000	-
4494	Q9CRA4	0.00	0.492546	1.00000	-
4495	Q9CY34	0.00	0.492546	1.00000	-
4496	Q9CY45	0.00	0.492546	1.00000	-
4497	P31695	0.00	0.492546	1.00000	-
4498	P31362	0.00	0.492546	1.00000	-
4499	Q9CY73	0.00	0.492546	1.00000	-
4500	Q9CY97	0.00	0.492546	1.00000	-
4501	Q9CYA0	0.00	0.492546	1.00000	-
4502	P31750	0.00	0.492546	1.00000	-
4503	P30412	0.00	0.492546	1.00000	-
4504	P30276	0.00	0.492546	1.00000	-
4505	Q9CYC6	0.00	0.492546	1.00000	-
4506	P30275	0.00	0.492546	1.00000	-
4507	Q9CYF5	0.00	0.492546	1.00000	-
4508	Q9CYH2	0.00	0.492546	1.00000	-
4509	P29594	0.00	0.492546	1.00000	-
4510	Q9CYN2	0.00	0.492546	1.00000	-
4511	P30282	0.00	0.492546	1.00000	-
4512	P29416	0.00	0.492546	1.00000	-
4513	P31786	0.00	0.492546	1.00000	-
4514	Q9CY16	0.00	0.492546	1.00000	-
